STARTDATE,RegionCliente,Pais,Estado,Fruta,Presentacion,Tamaño,Sum(QTY)
1/6/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,3
1/6/2022,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
1/6/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,96
1/6/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,1
1/6/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,32.75
1/6/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,39
1/6/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,4
1/6/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,6
1/6/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,27
1/6/2022,Norte,México,NUEVO LEON,Half & Half Fresa,Lata,On the go,2.75
1/6/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,10
1/6/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,24
1/6/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,5
1/6/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,28.75
1/6/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,3.5
1/6/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,38
1/6/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,92
1/6/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,15
1/6/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,8.5
1/6/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,6.5
1/6/2022,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,1
1/6/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,40.5
1/6/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,29
1/6/2022,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,4
1/6/2022,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,1
1/6/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,5
1/6/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1.75
1/6/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,2
1/6/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,4
1/6/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,11
1/6/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,4
1/6/2022,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,0.5
1/6/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,40
1/7/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,70.5
1/7/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,4
1/7/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,6
1/7/2020,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,105
1/7/2020,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,399
1/7/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,9
1/7/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
1/7/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,47.5
1/7/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,29.33
1/7/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,5
1/7/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,16
1/7/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,26
1/7/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,2
1/7/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,5
1/7/2020,Norte,México,NUEVO LEON,Fresa Guayaba,PET,On the go,118
1/7/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,2
1/7/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,30.5
1/7/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,9
1/7/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,65.5
1/7/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,42.5
1/7/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,12.5
1/7/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,11.5
1/7/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,35.5
1/7/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,40
1/7/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,8.5
1/7/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,41.5
1/7/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,33.17
1/7/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,10
1/7/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,16
1/7/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,7
1/7/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,30
1/7/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,31
1/7/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,555
1/7/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,8
1/7/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,16
1/7/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,2
1/7/2020,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,81
1/7/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,28.5
1/7/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,1.5
1/7/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,2.5
1/7/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,346
1/7/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,1
1/7/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,10
1/7/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,2
1/7/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
1/7/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,10
1/7/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,38
1/7/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,4
1/7/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,86
1/7/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,458
1/7/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,9
1/7/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,316
1/7/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,10.5
1/7/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,205
1/7/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,1299
1/7/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,36.5
1/7/2021,Norte,México,NUEVO LEON,Energy,Lata,On the go,1224
1/7/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1
1/7/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1
1/7/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,150
1/7/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,6
1/7/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,184
1/7/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,900
1/7/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,8.75
1/7/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,882
1/7/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,95.5
1/7/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,188
1/7/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,4
1/7/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,187
1/7/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,301.5
1/7/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,1
1/7/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,908.8
1/7/2021,Norte,México,NUEVO LEON,Manzana,PET,Familiar,75
1/7/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,3
1/7/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,386.75
1/7/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,18
1/7/2021,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,1
1/7/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,156
1/7/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,10
1/7/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,89
1/7/2021,Norte,México,NUEVO LEON,Piña,LB,On the go,294
1/7/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,375.75
1/7/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3.5
1/7/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.75
1/7/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,1
1/7/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,7
1/7/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,9
1/7/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,2
1/7/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,4
1/7/2021,Norte,México,NUEVO LEON,Uva,PET,Familiar,180
1/7/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,7
1/7/2021,Norte,México,NUEVO LEON,Uva,Prisma,Familiar,174
1/7/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,30
1/7/2022,Norte,México,NUEVO LEON,Agua Natural,PET,Familiar,1
1/7/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
1/7/2022,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
1/7/2022,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,1
1/7/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,3
1/7/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,45.5
1/7/2022,Norte,México,NUEVO LEON,Durazno,LB,On the go,3
1/7/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,2
1/7/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,14.25
1/7/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,48
1/7/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,5
1/7/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,7
1/7/2022,Norte,México,NUEVO LEON,Fresa Platano,Lata,On the go,1
1/7/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,23
1/7/2022,Norte,México,NUEVO LEON,Half & Half Fresa,Lata,On the go,0.75
1/7/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,5
1/7/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,35
1/7/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,7
1/7/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,4
1/7/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,22.25
1/7/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,8
1/7/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,61
1/7/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,61.5
1/7/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,12
1/7/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,13
1/7/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,5.5
1/7/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,3
1/7/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,55
1/7/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,35
1/7/2022,Norte,México,NUEVO LEON,Manzana Verde,MiniBrik,Lonchera,4
1/7/2022,Norte,México,NUEVO LEON,Manzana Verde,TetraBrik,On the go,1
1/7/2022,Norte,México,NUEVO LEON,Mora Azul,PET,Familiar,1
1/7/2022,Norte,México,NUEVO LEON,Mora Azul,PET,On the go,2
1/7/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,4
1/7/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,8
1/7/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1.25
1/7/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,0.5
1/7/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,7
1/7/2022,Norte,México,NUEVO LEON,Toronja,Prisma,Familiar,1
1/7/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,14
1/7/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,7
1/7/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,6
1/7/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,61
1/8/2020,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,0.5
1/8/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
1/8/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
1/8/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,8
1/8/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,4
1/8/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,32.58
1/8/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,22
1/8/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,7
1/8/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,16
1/8/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,27.5
1/8/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,1
1/8/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1
1/8/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
1/8/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,17
1/8/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,6.5
1/8/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,44
1/8/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,19
1/8/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,11
1/8/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,5.5
1/8/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,28
1/8/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,39
1/8/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,5
1/8/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,30
1/8/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,26
1/8/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,2
1/8/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,18
1/8/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,4
1/8/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,27.5
1/8/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,35
1/8/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,12
1/8/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,25
1/8/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,4
1/8/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,22.5
1/8/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,4.5
1/8/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,1.5
1/8/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,3
1/8/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,11
1/8/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,2
1/8/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,3
1/8/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,4
1/8/2020,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,35
1/8/2021,Norte,México,NUEVO LEON,Arándano,LB,On the go,6
1/8/2021,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,1
1/8/2021,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
1/8/2021,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,16
1/8/2021,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,12
1/8/2021,Norte,México,NUEVO LEON,Durazno,Bot,On the go,52.33
1/8/2021,Norte,México,NUEVO LEON,Durazno,LB,On the go,19
1/8/2021,Norte,México,NUEVO LEON,Durazno,Lata,On the go,3
1/8/2021,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,7.25
1/8/2021,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,37.33
1/8/2021,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,1
1/8/2021,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,1.5
1/8/2021,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,0.25
1/8/2021,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,31
1/8/2021,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,7.25
1/8/2021,Norte,México,NUEVO LEON,Mango,Bot,On the go,76.83
1/8/2021,Norte,México,NUEVO LEON,Mango,LB,On the go,24
1/8/2021,Norte,México,NUEVO LEON,Mango,Lata,On the go,6.5
1/8/2021,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,25.25
1/8/2021,Norte,México,NUEVO LEON,Mango,PE,Lonchera,1
1/8/2021,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,12.5
1/8/2021,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,23.5
1/8/2021,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,1.5
1/8/2021,Norte,México,NUEVO LEON,Manzana,Bot,On the go,62.83
1/8/2021,Norte,México,NUEVO LEON,Manzana,LB,On the go,13
1/8/2021,Norte,México,NUEVO LEON,Manzana,Lata,On the go,6
1/8/2021,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,17.5
1/8/2021,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
1/8/2021,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,35.58
1/8/2021,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,39.5
1/8/2021,Norte,México,NUEVO LEON,Naranja,LB,On the go,9
1/8/2021,Norte,México,NUEVO LEON,Naranja,PET,On the go,4
1/8/2021,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,6.5
1/8/2021,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,26.58
1/8/2021,Norte,México,NUEVO LEON,Sandía,Lata,On the go,3
1/8/2021,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,0.33
1/8/2021,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,0.17
1/8/2021,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,9
1/8/2021,Norte,México,NUEVO LEON,Uva,Bot,On the go,6
1/8/2021,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,1
1/8/2021,Norte,México,NUEVO LEON,Uva,PE,Lonchera,4
1/8/2021,Norte,México,NUEVO LEON,Uva,PET,On the go,5
1/8/2021,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,47.5
1/8/2022,Norte,México,NUEVO LEON,8 Verduras,Lata,On the go,34
1/8/2022,Norte,México,NUEVO LEON,Agua Coco,PET,On the go,435
1/8/2022,Norte,México,NUEVO LEON,Arándano,LB,On the go,1
1/8/2022,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,3
1/8/2022,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,1
1/8/2022,Norte,México,NUEVO LEON,Chocolate,MiniBrik,Lonchera,31.833
1/8/2022,Norte,México,NUEVO LEON,Chocolate,Prisma,On the go,111
1/8/2022,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,2
1/8/2022,Norte,México,NUEVO LEON,Durazno,Bot,On the go,21
1/8/2022,Norte,México,NUEVO LEON,Durazno,Lata,On the go,1
1/8/2022,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,18
1/8/2022,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,64
1/8/2022,Norte,México,NUEVO LEON,Energy,Lata,On the go,202
1/8/2022,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,3
1/8/2022,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,3
1/8/2022,Norte,México,NUEVO LEON,Fresa Platano,Lata,On the go,0.5
1/8/2022,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,42
1/8/2022,Norte,México,NUEVO LEON,Mandarina,PET,On the go,404
1/8/2022,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,8
1/8/2022,Norte,México,NUEVO LEON,Mango,Bot,On the go,44
1/8/2022,Norte,México,NUEVO LEON,Mango,LB,On the go,2
1/8/2022,Norte,México,NUEVO LEON,Mango,Lata,On the go,4
1/8/2022,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,19.5
1/8/2022,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,5
1/8/2022,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,58
1/8/2022,Norte,México,NUEVO LEON,Manzana,Bot,On the go,41
1/8/2022,Norte,México,NUEVO LEON,Manzana,LB,On the go,23
1/8/2022,Norte,México,NUEVO LEON,Manzana,Lata,On the go,11.5
1/8/2022,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,9.5
1/8/2022,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,0.5
1/8/2022,Norte,México,NUEVO LEON,Manzana,PET,On the go,12
1/8/2022,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,69.5
1/8/2022,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,46
1/8/2022,Norte,México,NUEVO LEON,Manzana Verde,MiniBrik,Lonchera,6
1/8/2022,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,7
1/8/2022,Norte,México,NUEVO LEON,Naranja,PET,On the go,7
1/8/2022,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,8
1/8/2022,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,26
1/8/2022,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,0.5
1/8/2022,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,38
1/8/2022,Norte,México,NUEVO LEON,Te Verde,Lata,On the go,1
1/8/2022,Norte,México,NUEVO LEON,Te Verde Pepino,Lata,On the go,1
1/8/2022,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,2
1/8/2022,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,5
1/8/2022,Norte,México,NUEVO LEON,Uva,PE,Lonchera,15.5
1/8/2022,Norte,México,NUEVO LEON,Uva,PET,On the go,207
1/8/2022,Norte,México,NUEVO LEON,Uva,TetraBrik,On the go,61
1/9/2020,Norte,México,NUEVO LEON,Arándano,LB,On the go,153
1/9/2020,Norte,México,NUEVO LEON,Arándano,Prisma,Familiar,4
1/9/2020,Norte,México,NUEVO LEON,Cereza,PE,Lonchera,40
1/9/2020,Norte,México,NUEVO LEON,Coco Piña,LB,On the go,8
1/9/2020,Norte,México,NUEVO LEON,Coco Piña,Prisma,Familiar,522
1/9/2020,Norte,México,NUEVO LEON,Durazno,Bot,Lonchera,102
1/9/2020,Norte,México,NUEVO LEON,Durazno,Bot,On the go,45.5
1/9/2020,Norte,México,NUEVO LEON,Durazno,LB,On the go,603
1/9/2020,Norte,México,NUEVO LEON,Durazno,Lata,On the go,5
1/9/2020,Norte,México,NUEVO LEON,Durazno,MiniBrik,Lonchera,908
1/9/2020,Norte,México,NUEVO LEON,Durazno,Prisma,Familiar,3680
1/9/2020,Norte,México,NUEVO LEON,Energy,Lata,On the go,1764
1/9/2020,Norte,México,NUEVO LEON,Fresa,MiniBrik,Lonchera,6
1/9/2020,Norte,México,NUEVO LEON,Fresa,TetraBrik,On the go,7
1/9/2020,Norte,México,NUEVO LEON,Fresa Guayaba,PET,On the go,1
1/9/2020,Norte,México,NUEVO LEON,Fruit Punch,Lata,On the go,3
1/9/2020,Norte,México,NUEVO LEON,Granada,LB,On the go,147
1/9/2020,Norte,México,NUEVO LEON,Guayaba,Bot,Lonchera,1
1/9/2020,Norte,México,NUEVO LEON,Guayaba,Bot,On the go,28.5
1/9/2020,Norte,México,NUEVO LEON,Mango,Bot,Lonchera,104
1/9/2020,Norte,México,NUEVO LEON,Mango,Bot,On the go,52
1/9/2020,Norte,México,NUEVO LEON,Mango,LB,On the go,33
1/9/2020,Norte,México,NUEVO LEON,Mango,Lata,On the go,11.5
1/9/2020,Norte,México,NUEVO LEON,Mango,MiniBrik,Lonchera,1298
1/9/2020,Norte,México,NUEVO LEON,Mango,Prisma,Familiar,2122
1/9/2020,Norte,México,NUEVO LEON,Mango,TetraBrik,On the go,45
1/9/2020,Norte,México,NUEVO LEON,Manzana,Bot,Lonchera,10.5
1/9/2020,Norte,México,NUEVO LEON,Manzana,Bot,On the go,37.5
1/9/2020,Norte,México,NUEVO LEON,Manzana,LB,On the go,609
1/9/2020,Norte,México,NUEVO LEON,Manzana,Lata,On the go,15
1/9/2020,Norte,México,NUEVO LEON,Manzana,MiniBrik,Lonchera,1357
1/9/2020,Norte,México,NUEVO LEON,Manzana,PE,Lonchera,40
1/9/2020,Norte,México,NUEVO LEON,Manzana,PET,On the go,5
1/9/2020,Norte,México,NUEVO LEON,Manzana,Prisma,Familiar,33
1/9/2020,Norte,México,NUEVO LEON,Manzana,TetraBrik,On the go,37
1/9/2020,Norte,México,NUEVO LEON,Mixed Fruit,PET,On the go,2
1/9/2020,Norte,México,NUEVO LEON,Naranja,LB,On the go,12
1/9/2020,Norte,México,NUEVO LEON,Naranja,MiniBrik,Lonchera,21
1/9/2020,Norte,México,NUEVO LEON,Naranja,PET,On the go,33
1/9/2020,Norte,México,NUEVO LEON,Naranja,Prisma,Familiar,5
1/9/2020,Norte,México,NUEVO LEON,Naranja Zanahoria,PET,On the go,2
1/9/2020,Norte,México,NUEVO LEON,Piña,Prisma,Familiar,449
1/9/2020,Norte,México,NUEVO LEON,Sandía,Lata,On the go,9
1/9/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,Lata,On the go,2
1/9/2020,Norte,México,NUEVO LEON,Strawberry Kiwi,PET,On the go,2
1/9/2020,Norte,México,NUEVO LEON,Tomate Almeja,Bot,On the go,411
1/9/2020,Norte,México,NUEVO LEON,Tomate Almeja,PET,Familiar,70
1/9/2020,Norte,México,NUEVO LEON,Uva,Bot,On the go,11
1/9/2020,Norte,México,NUEVO LEON,Uva,MiniBrik,Lonchera,428
1/9/2020,Norte,México,NUEVO LEON,Uva,PE,Lonchera,11
1/9/2020,Norte,México,NUEVO LEON,Uva,PET,Familiar,120
1/9/2020,Norte,México,NUEVO LEON,Uva,PET,On the go,6
